"plantID"	"betaOcimene"	"alphapinene"	"DMNT"	"Hexanol"	"Hexenal"	"Hexen1olE"	"Hexen1olacetateE"	"Undecatrien3592one610dimethyl"	"Hexen1olZ"	"Undecadien2one610dimethyl"	"Aceticacidbutylester"	"Aceticacidphenylmethylester"	"Caryophyllene"	"Caryophylleneoxide"	"DLimonene"	"Petasitene"	"cyperene"	"Hexane234trimethyl"	"alphaFarnesene"	"betaMyrcene"	"deltaCadinene"	"betaElemene"	"Benzylalcohol"	"Linalool"	"betaPinene"	"alfaCopaene"	"alphaTerpineol"	"Indole"	"alphaThujene"	"GermacreneD"	"Methylsalicylate"	"Methylbenzoate"	"Hexen1olZ"	"Ylangene"	"Methylpentanoicacid"	"Octadiene"
"6B35_190724_7272019_17"	1.43169	45.42969	0	0.93829	1.28006	11.85389	1.82925	0	0	0	0	0	5.21915	0	9.71976	0	0	0	0	0	0.66446	0	0	17.38042	0	0	0	0	0	1.17068	3.1257	0	0	0	0.05377	0
"6B632_July6_07302018"	0	2.23135	0	0	0	0	0.83393	0	0	0.33131	0	0	0	0	0	1.18108	0	0	3.40176	0	0	0	0	0	0	0	0	0	0	0	1.61246	0	0	0	0	0
"6C102_1_July30_08012018_5C221_July30_08012018"	0	111.7145	0.36507	0	0.13821	0	0	0	0	0	0.19489	0	0	0	8.32017	0.48121	0	0	0	6.78965	0	0	0.3365	0	8.5573	0	0	0	0.7834	0	0	0	0	0	0	0.05607
"6C102_July30_08012018_6D38_July30_08012018"	0	5.21506	0.15502	0	0	0	0.18557	0	0.96752	0	0	0	0.1492	0	0.93523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"6C106_July16_08042018"	0.9532	45.32671	0	0	0.12445	0	3.14358	0	8.28121	0	0	0.62205	6.71887	0	12.64458	5.65815	0	0	0	9.51578	0	0	0	2.50253	4.64964	0.71138	0	0	0	0	0.94869	0	0	0	0	0
"6C109_July6_07302018"	0	5.15709	0	0	0.17351	0	1.57005	0	2.30615	0	0	0	0.19263	0	1.28018	0	0	0	0	0	0	0	0	1.27671	0	0	0	0	0	0	1.04572	0	0	0	0	0
"6C122_190724_822019_14_NOT_6D39_190724_822019_13"	4.6641	7.02103	0	1.83216	0	10.06373	1.18627	7.85462	0	2.02089	0	0	1.65486	0	7.58575	4.30497	0	0	0	0	0	0	0	6.67795	0	0	0	0	0	0	2.31321	0	0	0	0.09209	0
"6C271_July16_08042018"	5.18487	17.47301	0.20963	0	0.32509	0	0	0	0	2.34479	0	0.56284	3.51414	0	9.23113	3.63791	0	0	0	6.56335	0	0	0	0	0	0	0	0	0	0	3.62211	0	0	0	0	0
"6C78_June27_07282018"	0	5.53536	0.4055	0	0	0	0	0	0	0	0.51186	0	0	0	0	0	0	0	0	0	0	0	0	0	5.47319	0	0	0	0	0	1.05351	0	0	0	0	0
"6C82_July16_08042018"	0	10.2778	0	0	0.27545	0	1.86067	0	0	0	0	0.40359	2.79164	0	3.29295	0	0	0	0	0	0	0	0	0	0	0.51994	0	0	0	0	1.26158	0	0	0	0	0
"6C82_July30_08012018_5C216_July30_08012018"	0	31.2571	0.58003	0	0	0	0	0	6.15622	0.33926	0	0.30286	3.40763	0	11.39946	9.16863	0	0	0	6.46092	0	0	0	4.38879	0	0.51822	0	0	0	0	0	0	0	0	0	0
"6C83_190717_7262019_23_NOT_4D357_190722_7262019_22"	2.24497	10.73354	0	0	0	0	1.43517	0	0	1.00862	3.17595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3437	0
"6C87_July30_08012018_6B34_July30_08012018"	4.01448	40.49234	0.38617	0	0.65893	0	14.64952	0	15.75098	0.58903	0.21293	0	3.46596	0	9.30747	1.78372	0	0	0	6.37024	0	0	0	2.39107	5.2989	0	0	0	0	0	0	0	0	0	0	0
"6D167_July9_08042018"	0	7.46191	0	0	0	0	0	0	0	1.12344	0.88855	0.5789	0	0	16.04644	2.44711	0	0	0	0	0	0	1.04169	0	0	0	0	0	0	0	6.17505	0	0	0	0	0
"6D258_2_July3_07292018"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"6D258_3_July3_07302018"	0	3.14731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.95824	0	0	0	0	0	1.68895	0	0	0	0	0
"6D258_July3_07282018"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"6D38_July30_08012018_2C276_July9_08012018"	0	5.26332	1.04495	0	0	0	0	0	0	0	0	0.51129	0	0	12.56424	0	0	2.94791	0	0	0	0	0	0	0	0	0	0	0	0	6.41431	0	0	0	0	0
"6D39_190724_822019_13_NOT_5A179_190724_822019_12"	0	31.62177	0	0	0	0	0	0	0	17.47346	2.13625	0	0	0	79.93154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"6D40_190717_7272019_03"	1.50698	7.40281	0	0	0	4.72547	1.63975	0	0	0.60934	0	0	0.42353	0	0	2.44865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.79587	0	0	0	0.11414	0
"6D45_July30_08012018_5A173_July30_08012018"	0	3.53558	0	0	0	0	0.49072	0	4.84589	1.4732	0.20593	0	0.52823	0	0	0	0	0	0	0	0	0	0	1.27454	0	0	0	0	0	0	0	0	0	0	0	0
"6D50_190726_812019_13"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"6D51_July9_08042018"	0	13.90674	0.77498	0	0.62606	0	1.21527	0	4.6477	0	0	0	13.12786	0	10.29075	20.59024	3.20518	1.7112	0	20.31583	0	0	0	14.15648	0	0	0	0	0	0	2.25408	0	0	0	0	0.18819
"6D55_July16_07262018"	0	207.74116	0	0	0.36112	0	0	0	0	6.54767	0	0	0	0	0	0	0	4.81205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"6D66_July5_07302018"	0	6.91838	0.55659	0	0.06838	0	0	0	0	0.58742	0	0	0.35256	0	0	0	0	0	0	0	0	0	0	0	2.96318	0	0	0	0	0	0.79356	0	0	0	0	0.06862
"6D80_190726_812019_17"	0	137.39592	0	0	0	4.03012	0.52289	0	0	0	0	0	1.61999	0	4.43612	2.86314	0	0	0	5.1694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11348	0
"6D81_190726_812019_06"	3.67591	58.59376	0	3.25364	0	19.93299	0	0	0	6.60573	0	0	32.75562	8.55819	25.97607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.81161	0	0	0	0.34465	0
