plant	plantid	plotid	plot	subplot	water	water4	year	sun_time	sun_date	warm_time	warm_date	snow	melt_date	snow_new	melt_time	sun_date_normal_mean	melt_offset	seeds	fruits	fruits_split	aborts	fruits_fly_no_seeds	fruits_fly_with_seeds	seeds_fly	fruits_caterpillar	fruits_early_uncountable	flowers_buds	flowers_buds_collected_early	flowers_buds_collected_last	dates
886	3D886	3D	3	D	Control	Control	2020	2020-05-04T21:00:00Z	125	2020-05-04T15:00:00Z	125	Normal	126	normal	2020-05-05T18:00:00Z	125.66666666666667	-0.6666666666666714	45	5	17	10	6	0	0	0	0	0	0	0	3
889	3D889	3D	3	D	Control	Control	2020	2020-05-04T21:00:00Z	125	2020-05-04T15:00:00Z	125	Normal	126	normal	2020-05-05T18:00:00Z	125.66666666666667	-0.6666666666666714	0	0	0	2	0	0	0	0	0	5	0	5	1
89	2B89	2B	2	B	Control	Mock rainout	2020	2020-04-29T17:00:00Z	120	2020-04-28T19:00:00Z	119	Early	120	early	2020-04-29T18:00:00Z	125.66666666666667	-5.666666666666671	58	7	3	0	8	0	0	0	0	2	0	2	3
892	3D892	3D	3	D	Control	Control	2020	2020-05-04T21:00:00Z	125	2020-05-04T15:00:00Z	125	Normal	126	normal	2020-05-05T18:00:00Z	125.66666666666667	-0.6666666666666714	6	3	12	11	1	0	0	0	0	0	0	0	2
893	3D893	3D	3	D	Control	Control	2020	2020-05-04T21:00:00Z	125	2020-05-04T15:00:00Z	125	Normal	126	normal	2020-05-05T18:00:00Z	125.66666666666667	-0.6666666666666714	24	2	0	13	6	0	0	0	0	0	0	0	3
894	3D894	3D	3	D	Control	Control	2020	2020-05-04T21:00:00Z	125	2020-05-04T15:00:00Z	125	Normal	126	normal	2020-05-05T18:00:00Z	125.66666666666667	-0.6666666666666714	2	1	1	13	6	0	0	0	0	0	0	0	2
895	3D895	3D	3	D	Control	Control	2020	2020-05-04T21:00:00Z	125	2020-05-04T15:00:00Z	125	Normal	126	normal	2020-05-05T18:00:00Z	125.66666666666667	-0.6666666666666714	22	2	0	1	0	0	0	0	2	0	0	0	2
898	3D898	3D	3	D	Control	Control	2020	2020-05-04T21:00:00Z	125	2020-05-04T15:00:00Z	125	Normal	126	normal	2020-05-05T18:00:00Z	125.66666666666667	-0.6666666666666714	0	0	0	10	0	0	0	0	0	2	2	0	1
9	1D9	1D	1	D	Reduction	Reduction	2020	2020-05-04T15:00:00Z	125	2020-05-02T18:00:00Z	123	Normal	125	normal	2020-05-04T18:00:00Z	125.66666666666667	-0.6666666666666714	21	4	7	2	2	0	0	0	0	1	0	1	3
91	4A91	4A	4	A	Addition	Addition	2020	2020-04-30T19:00:00Z	121	2020-04-28T18:00:00Z	119	Early	119	early	2020-04-28T18:00:00Z	125.66666666666667	-4.666666666666671	46	9	6	16	2	0	0	1	0	7	0	7	2
92	2B92	2B	2	B	Control	Mock rainout	2020	2020-04-29T17:00:00Z	120	2020-04-28T19:00:00Z	119	Early	120	early	2020-04-29T18:00:00Z	125.66666666666667	-5.666666666666671	35	4	12	10	3	0	0	0	0	2	1	1	3
93	6B93	6B	6	B	Reduction	Reduction	2020	2020-05-06T18:00:00Z	127	2020-05-05T19:00:00Z	126	Normal	127	normal	2020-05-06T18:00:00Z	125.66666666666667	1.3333333333333286	0	0	0	0	1	0	0	0	0	0	0	0	1
93	6C93	6C	6	C	Control	Mock rainout	2020	2020-05-06T18:00:00Z	127	2020-05-05T19:00:00Z	126	Normal	127	normal	2020-05-06T18:00:00Z	125.66666666666667	1.3333333333333286	45	9	25	13	5	0	0	0	2	3	0	3	3
94	2A94	2A	2	A	Control	Control	2020	2020-04-29T17:00:00Z	120	2020-04-28T19:00:00Z	119	Early	120	early	2020-04-29T18:00:00Z	125.66666666666667	-5.666666666666671	0	0	4	6	2	0	0	1	6	2	0	2	3
96	6C96	6C	6	C	Control	Mock rainout	2020	2020-05-06T18:00:00Z	127	2020-05-05T19:00:00Z	126	Normal	127	normal	2020-05-06T18:00:00Z	125.66666666666667	1.3333333333333286	17	2	7	17	6	0	0	0	0	17	0	17	2
97	2B97	2B	2	B	Control	Mock rainout	2020	2020-04-29T17:00:00Z	120	2020-04-28T19:00:00Z	119	Early	120	early	2020-04-29T18:00:00Z	125.66666666666667	-5.666666666666671	50	6	0	1	3	0	0	0	1	0	0	0	3
99	4A99	4A	4	A	Addition	Addition	2020	2020-04-30T19:00:00Z	121	2020-04-28T18:00:00Z	119	Early	119	early	2020-04-28T18:00:00Z	125.66666666666667	-4.666666666666671	18	2	0	4	4	0	0	0	0	6	0	6	3
99	6C99	6C	6	C	Control	Mock rainout	2020	2020-05-06T18:00:00Z	127	2020-05-05T19:00:00Z	126	Normal	127	normal	2020-05-06T18:00:00Z	125.66666666666667	1.3333333333333286	29	3	4	0	8	0	0	0	0	0	0	0	2
